Age,Gender,spotify_usage_period,User_ID,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating
20-35,Female,1 year to 2 years,User_153,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,,R&B,Morning,Relaxation and stress relief,While Traveling,"recommendations, Playlists",5
20-35,Female,1 year to 2 years,User_154,Smartphone,Free (ad-supported),No,None,,Jazz,Afternoon,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,4
20-35,Male,More than 2 years,User_155,Smartphone,Premium (paid subscription),Yes,Family Plan-Rs 179/month,,Folk,Night,Uplifting and motivational,Study Hours,recommendations,3
20-35,Female,6 months to 1 year,User_156,Smartphone,Free (ad-supported),No,None,,Indie,Night,Relaxation and stress relief,leisure time,Playlists,4
20-35,Male,More than 2 years,User_157,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,,Rock,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4
20-35,Male,Less than 6 months,User_158,Smartphone,Free (ad-supported),No,None,,Reggae,Night,Relaxation and stress relief,While Traveling,recommendations,5
20-35,Male,More than 2 years,User_159,Smartphone,Free (ad-supported),No,None,,Electronic,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",4
20-35,Female,6 months to 1 year,User_160,Smartphone,Free (ad-supported),No,None,,Pop,Night,Relaxation and stress relief,"While Traveling, Workout session",Playlists,3
20-35,Male,1 year to 2 years,User_161,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,None,,Hip-hop,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, While Traveling","Radio, Others",4
20-35,Male,More than 2 years,User_162,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,,Country,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",4
20-35,Female,Less than 6 months,User_163,Smartphone,Free (ad-supported),No,None,,R&B,Morning,Uplifting and motivational,"While Traveling, Workout session","recommendations, Playlists",4
20-35,Female,1 year to 2 years,User_164,Smartphone,Free (ad-supported),No,None,,Jazz,Night,Relaxation and stress relief,leisure time,Playlists,4
20-35,Female,6 months to 1 year,User_165,Smartphone,Free (ad-supported),No,None,,Folk,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time",Playlists,5
12-20,Female,1 year to 2 years,User_166,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,,Indie,Morning,Sadness or melancholy,While Traveling,Radio,3
20-35,Female,1 year to 2 years,User_167,Smart speakers or voice assistants,Premium (paid subscription),Yes,Family Plan-Rs 179/month,,Rock,Afternoon,"Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session","Playlists, Radio",3
12-20,Female,6 months to 1 year,User_168,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,,Reggae,Afternoon,Uplifting and motivational,While Traveling,Radio,2
12-20,Female,1 year to 2 years,User_169,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,,Electronic,Morning,Uplifting and motivational,While Traveling,Radio,2
12-20,Female,6 months to 1 year,User_170,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,,Pop,Afternoon,Sadness or melancholy,"While Traveling, leisure time",recommendations,3
20-35,Female,1 year to 2 years,User_171,Computer or laptop,Free (ad-supported),No,None,,Hip-hop,Morning,Uplifting and motivational,While Traveling,"Radio, Others",2
20-35,Female,1 year to 2 years,User_172,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,None,,Country,Morning,Uplifting and motivational,Workout session,Radio,2
12-20,Female,1 year to 2 years,User_173,Smart speakers or voice assistants,Premium (paid subscription),No,None,,R&B,Afternoon,Sadness or melancholy,"Study Hours, While Traveling","Playlists, Others",4
6-12,Female,6 months to 1 year,User_174,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,,Jazz,Morning,Uplifting and motivational,"Study Hours, While Traveling","Playlists, Radio",2
20-35,Female,More than 2 years,User_175,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Family Plan-Rs 179/month,,Folk,Morning,Uplifting and motivational,Workout session,Radio,2
35-60,Male,6 months to 1 year,User_176,Computer or laptop,Free (ad-supported),No,None,,Indie,Morning,Sadness or melancholy,Workout session,Radio,3
12-20,Male,6 months to 1 year,User_177,Smart speakers or voice assistants,Free (ad-supported),Yes,Student Plan-Rs 59/month,,Rock,Morning,Relaxation and stress relief,"While Traveling, Workout session","Playlists, Radio",3
12-20,Female,1 year to 2 years,User_178,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,,Reggae,Afternoon,Uplifting and motivational,"While Traveling, leisure time","Playlists, Others",2
20-35,Female,6 months to 1 year,User_179,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Duo plan- Rs 149/month,,Electronic,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, Workout session","Playlists, Radio",2
20-35,Female,6 months to 1 year,User_180,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,,Pop,Afternoon,Relaxation and stress relief,While Traveling,"Radio, Others",3
35-60,Female,1 year to 2 years,User_181,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,,Hip-hop,Afternoon,Uplifting and motivational,"Study Hours, Workout session",Radio,2
20-35,Female,6 months to 1 year,User_182,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,,Country,Morning,Uplifting and motivational,While Traveling,Playlists,3
12-20,Female,6 months to 1 year,User_183,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,None,,R&B,Morning,"Uplifting and motivational, Sadness or melancholy",Workout session,Others,4
35-60,Others,More than 2 years,User_184,Wearable devices,Premium (paid subscription),Yes,Family Plan-Rs 179/month,,Jazz,Morning,Uplifting and motivational,"Study Hours, Workout session","Playlists, Radio, Others",2
20-35,Female,6 months to 1 year,User_185,Computer or laptop,Free (ad-supported),No,None,,Folk,Morning,Uplifting and motivational,While Traveling,Playlists,2
20-35,Others,6 months to 1 year,User_186,Smart speakers or voice assistants,Free (ad-supported),No,None,,Indie,Morning,Social gatherings or parties,While Traveling,recommendations,2
35-60,Female,6 months to 1 year,User_187,Smart speakers or voice assistants,Premium (paid subscription),No,None,,Rock,Night,Social gatherings or parties,While Traveling,Others,2
12-20,Male,6 months to 1 year,User_188,Smartphone,Free (ad-supported),No,None,,Reggae,Night,Relaxation and stress relief,leisure time,Playlists,2
35-60,Male,6 months to 1 year,User_189,Smartphone,Free (ad-supported),No,None,,Electronic,Night,Uplifting and motivational,While Traveling,Playlists,4
20-35,Female,More than 2 years,User_190,Smartphone,Free (ad-supported),No,None,,Pop,Night,Relaxation and stress relief,While Traveling,"Playlists, Radio",4
20-35,Male,Less than 6 months,User_191,Smartphone,Free (ad-supported),No,None,,Hip-hop,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,3
20-35,Male,More than 2 years,User_192,Smartphone,Free (ad-supported),No,None,,Country,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",recommendations,4
35-60,Female,1 year to 2 years,User_193,Smartphone,Free (ad-supported),No,None,,R&B,Morning,Relaxation and stress relief,leisure time,Playlists,5
20-35,Female,6 months to 1 year,User_194,Smartphone,Free (ad-supported),No,None,,Jazz,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties",While Traveling,"recommendations, Playlists",5
20-35,Female,1 year to 2 years,User_195,Smartphone,Free (ad-supported),No,None,,Folk,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4
35-60,Female,More than 2 years,User_196,Smartphone,Premium (paid subscription),Yes,Duo plan- Rs 149/month,,Indie,Night,Relaxation and stress relief,leisure time,Playlists,5
20-35,Female,1 year to 2 years,User_197,Smartphone,Free (ad-supported),No,None,,Rock,Night,Relaxation and stress relief,leisure time,Playlists,5
20-35,Female,1 year to 2 years,User_198,Smartphone,Free (ad-supported),No,None,,Reggae,Morning,Relaxation and stress relief,While Traveling,Playlists,4
20-35,Female,6 months to 1 year,User_199,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,,Electronic,Night,Uplifting and motivational,"While Traveling, leisure time","Playlists, Radio",4
20-35,Male,1 year to 2 years,User_200,Smartphone,Free (ad-supported),No,None,,Pop,Night,Relaxation and stress relief,leisure time,Playlists,3
20-35,Male,Less than 6 months,User_201,Smartphone,Free (ad-supported),No,None,,Hip-hop,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling","recommendations, Playlists",1
20-35,Female,1 year to 2 years,User_202,Smartphone,Free (ad-supported),No,None,,Country,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3
20-35,Female,More than 2 years,User_203,Smartphone,Free (ad-supported),No,None,,R&B,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4
20-35,Female,Less than 6 months,User_204,Smartphone,Premium (paid subscription),Yes,None,,Jazz,Night,"Relaxation and stress relief, Sadness or melancholy",While Traveling,"recommendations, Playlists",5
20-35,Male,6 months to 1 year,User_205,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,,Folk,Morning,Relaxation and stress relief,"Study Hours, While Traveling, leisure time","recommendations, Playlists",4
20-35,Male,More than 2 years,User_206,"Smartphone, Computer or laptop",Free (ad-supported),No,None,,Indie,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3
20-35,Male,1 year to 2 years,User_207,Smartphone,Free (ad-supported),No,None,,Rock,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",4
20-35,Female,1 year to 2 years,User_208,Smartphone,Free (ad-supported),No,None,,Reggae,Night,Relaxation and stress relief,leisure time,Playlists,5
20-35,Female,More than 2 years,User_209,Smartphone,Free (ad-supported),No,None,,Electronic,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5
20-35,Female,More than 2 years,User_210,Smartphone,Free (ad-supported),No,None,,Pop,Night,Relaxation and stress relief,While Traveling,Playlists,5
20-35,Male,More than 2 years,User_211,"Smartphone, Computer or laptop",Free (ad-supported),No,None,,Hip-hop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4
20-35,Female,6 months to 1 year,User_212,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,,Country,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists",4
20-35,Female,6 months to 1 year,User_213,Smartphone,Free (ad-supported),No,None,,R&B,Night,Relaxation and stress relief,leisure time,Playlists,3
20-35,Female,Less than 6 months,User_214,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,,Jazz,Night,Relaxation and stress relief,"Study Hours, While Traveling",Playlists,5
20-35,Male,More than 2 years,User_215,Smartphone,Free (ad-supported),No,None,,Folk,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session",Playlists,5
20-35,Male,1 year to 2 years,User_216,Smartphone,Free (ad-supported),No,None,,Indie,Night,Relaxation and stress relief,"Office hours, While Traveling, Workout session",Playlists,5
20-35,Female,6 months to 1 year,User_217,Smartphone,Free (ad-supported),No,None,,Rock,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,3
20-35,Female,1 year to 2 years,User_218,Smartphone,Free (ad-supported),No,None,,Reggae,Morning,Relaxation and stress relief,While Traveling,Others,4
20-35,Female,More than 2 years,User_219,Computer or laptop,Free (ad-supported),No,None,,Electronic,Night,Relaxation and stress relief,leisure time,Playlists,5
20-35,Male,More than 2 years,User_220,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,,Pop,Night,Relaxation and stress relief,While Traveling,"recommendations, Radio",4
20-35,Male,1 year to 2 years,User_221,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,Hip-hop,Night,Relaxation and stress relief,leisure time,recommendations,2
20-35,Female,More than 2 years,User_222,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,,Country,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, leisure time",recommendations,5
20-35,Female,Less than 6 months,User_223,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,R&B,Night,Relaxation and stress relief,Workout session,Others,2
20-35,Female,Less than 6 months,User_224,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,Jazz,Afternoon,Relaxation and stress relief,leisure time,recommendations,5
20-35,Female,Less than 6 months,User_225,Smartphone,Free (ad-supported),No,None,,Folk,Night,Relaxation and stress relief,leisure time,recommendations,3
20-35,Female,More than 2 years,User_226,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,,Indie,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5
20-35,Female,1 year to 2 years,User_227,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,Rock,Night,Relaxation and stress relief,While Traveling,Playlists,3
20-35,Female,1 year to 2 years,User_228,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,,Reggae,Afternoon,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4
20-35,Male,More than 2 years,User_229,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,,Electronic,Morning,Relaxation and stress relief,"Office hours, Workout session",Others,3
20-35,Male,1 year to 2 years,User_230,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,4
20-35,Male,1 year to 2 years,User_231,Smartphone,Free (ad-supported),No,None,,Hip-hop,Morning,Relaxation and stress relief,Workout session,recommendations,4
20-35,Male,More than 2 years,User_232,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,Country,Morning,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,4
20-35,Female,1 year to 2 years,User_233,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,,R&B,Night,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,5
20-35,Female,6 months to 1 year,User_234,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,,Jazz,Night,Relaxation and stress relief,"Study Hours, While Traveling, leisure time","recommendations, Playlists",4
20-35,Female,Less than 6 months,User_235,Smartphone,Premium (paid subscription),No,Duo plan- Rs 149/month,,Folk,Night,Relaxation and stress relief,While Traveling,Playlists,5
20-35,Female,More than 2 years,User_236,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,,Indie,Night,Uplifting and motivational,"While Traveling, Workout session",recommendations,4
20-35,Female,1 year to 2 years,User_237,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,,Rock,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4
20-35,Female,More than 2 years,User_238,Smartphone,Free (ad-supported),No,None,,Reggae,Night,Sadness or melancholy,leisure time,Playlists,2
20-35,Female,More than 2 years,User_239,"Smartphone, Wearable devices",Free (ad-supported),Yes,Duo plan- Rs 149/month,,Electronic,Night,Uplifting and motivational,leisure time,"recommendations, Playlists",5
20-35,Female,6 months to 1 year,User_240,Smartphone,Free (ad-supported),No,None,,Pop,Afternoon,Relaxation and stress relief,Workout session,Playlists,5
